comment_id,topic,video_id,text,author,like_count,published_at
UgyBNWUCTRgo3QCK1fd4AaABAg,Climate,tRA2SfSk2Tc,"I do think that the accuracy of the estimates matters because it drives the temperature of the discourse. As aptly explained here, it’s really a shifting of the range of possibilities which manifests as the uncertainty in the precision of the estimates change. This coupled with emotionally charged language such as crisis moves the conversation from logical discussion to emotional reasoning and a series of “gotchas.” Unfortunately most media lack sufficient statistical knowledge to communicate these complex concepts effectively. Kudos to Dr. Tyson for accomplishing this.",@Noiceferatu-t2h,24,2025-02-07 15:56:40+00:00
UgzmbgZOXHlOhkfUFqx4AaABAg,Climate,tRA2SfSk2Tc,9:10 and states that typically get alot of snowfall aren't getting any or it's not happening tell the end of winter.,@99twenty9,36,2025-02-07 14:34:40+00:00
Ugw9LfBCXzbtFPJZEiZ4AaABAg,Climate,tRA2SfSk2Tc,"I served in the USCG and was a plankowner of Healy, the medium science ice breaker. During her shakedown cruise in '00 we made the Northwest Passage lickety split. Without much ice except north of Barrow. The scientists and the officers (all combined probably over a century or more of experience in the ice) were astonished, then morose when the realization set it. I knew beforehand what was happening, that trip crystalized it.",@paineoftheworld,285,2025-02-07 12:30:06+00:00
UgzQmpfCezuHCGKGLLx4AaABAg,Climate,tRA2SfSk2Tc,"I live in Johannesburg, South Africa, which is around 1700m above seal level. According to almost everyone I know, this has been the most humid summer we have ever had. And it shows in the plants and insects (we have mosquito's from Asia here this summer that we have never had before).",@aj_from_sa3260,252,2025-02-07 11:18:11+00:00
Ugx6izmqgzH7WeJi7qp4AaABAg,Climate,tRA2SfSk2Tc,"There's only one thing I was missing from this talk: Climate Change is not something that happens one day and then everything is bad. It started happening a long time ago and will continue to happen for a long time to come. How it is today, is the best it's gonna be for a century. People in the 80s started arguing about how we should protect the climate to save our kids and we today still say that. But we are those kids, and our kids will have it worse. We only get to choose how much worse.",@kooooons,1434,2025-02-07 06:42:30+00:00
Ugz64FGErWBjdAjqXqR4AaABAg,Climate,tRA2SfSk2Tc,"The weather where I live (Southwestern Ontario) has changed A LOT since I was a kid in the 1970s.
It's very difficult to get people who live in places where they don't see much change in their weather from Jan - Dec. to believe climate change, unlike those of us in Canada who do see the changes happening.  Our summers are unbearably hot, (over 100° even at night hot) and in the winter we now get more rain than snow.  We used to get constant snow from November to April and now that only happens in January and February, the rest of the time it's rain, snow, rain, snow, rain, snow, etc.  While this past Christmas we did have snow on Christmas day the rain washed it away a couple of days later, and on Christmas day the two years previous it was raining.",@elizabethsullivan7176,64,2025-02-07 03:56:11+00:00
Ugykm54i2d840RaCtgN4AaABAg,Climate,tRA2SfSk2Tc,"I was attempting to say this. To a pal...and I am in Michigan on the west coast. I said. ""we could get twenty feet of snow"". They said, ""what are you talking about"" I said, ""people would get hurt in that event because we have no way to imagine it. So I did not do very well. Now I can use this!
Thanks Neil.",@johnb6763,56,2025-02-06 23:56:53+00:00
UgyAJByXx_gJDAVoNvh4AaABAg,Climate,tRA2SfSk2Tc,It makes me sad that the people who need to understand these things the most wont even listen at all. We love you Neil.,@LowEffrt,738,2025-02-06 23:47:56+00:00
UgwXxT_YAq37JhHIjYR4AaABAg,Climate,tRA2SfSk2Tc,"I used to fly in and out of DFW (Dallas/Fort Worth) regularly. Once, I was sitting next to a pilot, and I asked him why it was so turbulent there. He said, ""Look out the window and tell me what you see."" I said, ""Lots of houses."" He responded, ""And what's in the back yard of most of those houses?"" I replied, ""Pools."" He said, ""yes, and that's changing the humidity of the air, creating pockets of humidity that is effecting the density of the air."" Now I was a weapons guy in the military, and relative humidity and air density are part of the fire control equation for guns and missiles, so I understood what he was saying. We are changing the Earth in small ways individually that are adding up to large ways as a collective.",@jimwoodard64,987,2025-02-06 23:10:07+00:00
UgzfKYF3lTta3NAExoV4AaABAg,Climate,tRA2SfSk2Tc,"The biggest problem will be food production. High food prices will lead to unrest, and war.",@Scubongo,329,2025-02-06 22:47:36+00:00
UgxWzJoCfGcMPJagS714AaABAg,Climate,tRA2SfSk2Tc,"Not only is it warm enough, in the south of England, to grow grapes and ferment them in the Champagne style, but the rocks on both sides of the English Channel are the same, so we have the same terroir. England, now, has weather similar to 19th Century France, when the cru system for wines was developed. We also have more storms than ever before!",@transmathematica,45,2025-02-06 22:36:35+00:00
UgxIB1XJyOy3RTlp7el4AaABAg,Climate,tRA2SfSk2Tc,"You have done well to describe the situation, no shock value, no outrageous claims, just common sense, backed by science and thought, thanks mate!!",@b0rn.fr0m.d1rt,2721,2025-02-06 21:37:17+00:00
UgwNy9lJYJMk6BbLulV4AaABAg,Climate,tRA2SfSk2Tc,"How anyone can continue to deny climate change is beyond me. Yet they're out there, including in positions of influence.",@FuzzyWuzzy01,7222,2025-02-06 21:21:36+00:00
Ugx6ndjqrMZcwWEUuNt4AaABAg,Climate,vBjabNusoKM,"I’m just a kid man, I don’t wanna grow up in a future where I can’t be healthy, I just wanna have a good future.",@m4lic351,14,2022-04-22 07:16:54+00:00
UgxRjQhgfs4xzE2muZR4AaABAg,Climate,vBjabNusoKM,i'm still mad this isn't what everyone is talking about.,@sunjing3819,10,2022-04-15 07:15:44+00:00
UgwlOY0Q8bjV-oFYBTl4AaABAg,Climate,vBjabNusoKM,"I am from a country in the Pacific. Before we only have up to Signal No. 4 for storms. Now its up to Signal No. 5 the bad thing about it is we are not even a big carbon emitter but we always have the strongest storms every year . And its serious. Its killing infrastructure, and lives.",@sosickandtiredofalltheneed568,30,2022-04-14 22:31:51+00:00
Ugzm1UKwjl8524VBPCt4AaABAg,Climate,vBjabNusoKM,"the sad reality is even though we're not a big contributor of carbon emissions, we're still the one who suffered the most. My beloved country is currently suffering from catastrophic situations like floods and landslides bc of climate change, and those developed countries continue to launch disastrous goods, products, and stuffs and they never even care about  the consequences.",@Queen-tj5ou,305,2022-04-14 16:13:03+00:00
UgyCfTEsAqPdZ0st7eF4AaABAg,Climate,vBjabNusoKM,the UN and the government should support and assist in the production of renewable energy because rich nations only can afford this sort of innovation,@josejr.francisco6718,144,2022-04-14 09:44:06+00:00
Ugx8CRKX6mQlVtCCSxR4AaABAg,Climate,vBjabNusoKM,"If you have seen the hockey stick then you know what is going to happen. Because the temp always follows the carbon. Side note, nuclear waste takes less time to clean (and you can bury it) than carbon does.",@JohnSwihart,4,2022-04-14 00:26:40+00:00
UgxbXTif96h66dfXCet4AaABAg,Climate,vBjabNusoKM,"This is something that every human being should be pushing and speaking about EVERYDAY and like putting an effort to help the planet . Nobody cares earth does not have enough attention for the world . Until cities start flooding and food isn’t available and people start climate migrating people will listen, and by then it will be too late",@R93m,736,2022-04-13 08:15:21+00:00
UgyuSiMqvEjkubHu64R4AaABAg,Climate,vBjabNusoKM,Why isn’t this like everywhere this should be the most popular topic right now,@goknurcevik4054,561,2022-04-12 22:35:34+00:00
UgzloPlJ9dBBQC-zQuV4AaABAg,Climate,vBjabNusoKM,"So fucked up that the world cares more about money than saving the planet we live on. 
IM TIRED 😩😩😩😩",@LunarCauldron,82,2022-04-11 09:11:57+00:00
Ugzi2O8Sgl5pygiLaoV4AaABAg,Climate,vBjabNusoKM,If it’s now or never it’ll be never. If you put pressure on politicians they’ll pass a resolution to debate whether or not they should think about doing literally anything.,@lancep2002,23,2022-04-06 14:40:44+00:00
UgztjbwEWFs1HtsUjzZ4AaABAg,Climate,vBjabNusoKM,"I proposed some modifications in my previous company that would reduce emissions while being profitable.  (By that I mean the investment to install the equipment would be recovered by the equipment themselves.)  The company refused to act and instead focused on a more polluting path.  The company is tiny so my failure is not that bad, but if there are a million more failures like that around the world?  There is no way global warming would be stopped.",@Jen-Yueh_Hu,119,2022-04-05 15:08:41+00:00
UgzzYPqPakFi7vaB6hB4AaABAg,Climate,vBjabNusoKM,"Although the price of RE tech is becoming cheaper, the price of end-user electricity becomes higher because of the needs of backup systems as there are less thermal plants available to provide for the dips. If RE is truly cheaper, the private sector would be queuing up for it. But the price of generation is not equal to the price of energy delivered when demanded. Climate change wouldn't even be a thing if we had continued building nuclear power plants.",@Azrudi,6,2022-04-05 12:20:28+00:00
Ugyac-i-7GMzsQUA7ZF4AaABAg,Climate,vBjabNusoKM,"When the reporter proudly says, ""10% of world energy is through clean energy!"", what he didn't tell you, is it was 10% in 1999 - 23 years ago!",@gamingtonight1526,144,2022-04-05 08:31:19+00:00
Ugx3DdDHG0SQ3WGnmiF4AaABAg,Climate,vBjabNusoKM,The key is sustainability.  This must be practiced by everyone on the planet and the sooner the better.,@meejinhuang,449,2022-04-05 07:38:45+00:00
UgywQxRKtxQh2gv8Vhx4AaABAg,Climate,vBjabNusoKM,"How bleak, that the scope of the changes necessary are so far outside of the capabilities of the everyday person. Most people in the world are just trying to survive day to day with what they have.",@tashiz8,96,2022-04-05 02:46:07+00:00
UgyM0RuV2q7JAq_gSlV4AaABAg,Climate,vBjabNusoKM,"In other words, sustainable economy",@billkingston4402,5,2022-04-04 22:55:07+00:00
UgwtvdW_0MT7kZLIH3Z4AaABAg,Climate,vBjabNusoKM,And will it be one rule for the 1% corporate companies which contributes to nearly all of emissions compared ordinary people why they evade paying carbon taxes,@johnogrady_,9,2022-04-04 22:01:02+00:00
Ugwlf_tnFSZ7blDHKLZ4AaABAg,Climate,vBjabNusoKM,"If you really want to save the environment then consume less, but every industry wants to out do its previous production records ! In order to save the environment you have to basically bear an economic recession.",@doctorpanigrahi9975,130,2022-04-04 21:19:29+00:00
UgwpmYtdfcE5nOJEaT14AaABAg,Climate,vBjabNusoKM,"The thing that's so messed up is that if this video on the *literal* looming apocalypse drew the same attention as Will Smith slapping someone at the Oscars, we wouldn't be in this mess to begin with.",@augustus331,940,2022-04-04 21:10:42+00:00
Ugz1xupgr0SJLQFHJS14AaABAg,Climate,vBjabNusoKM,"About 50 years too late. We started down this path in 1970 and then kinda forgot about it. It all comes down to soil, water and food. Climate will heal itself as we heal the environment. I spent over 3 decades in the conservation field working with farmers and planting trees.",@buggyridge,252,2022-04-04 21:07:22+00:00
UgwEhxDRBNwiTGfQB2l4AaABAg,Climate,vBjabNusoKM,I’m sure half the planet don’t care and the other half will never win,@horribleoggy3325,195,2022-04-04 21:03:37+00:00
UgysK_uELWLKDFKyeRl4AaABAg,Climate,vBjabNusoKM,"Absolutely zero chance of reaching peak emissions in the next 3 years, unfortunately.",@djayjp,329,2022-04-04 20:04:21+00:00
